accession,cluster
GCA_011058885.1,3
GCA_027579115.1,15
GCF_002251995.1,5
GCF_000409485.1,28
GCF_000835755.1,12
GCA_002276285.1,28
GCA_015179045.1,28
GCA_900096615.1,17
GCF_000708205.1,21
GCA_022225985.2,10
GCA_004369175.1,21
GCA_035926905.1,28
GCA_900248155.1,7
GCA_036674765.1,13
GCA_001692915.1,10
GCA_033296885.1,25
GCA_963923935.1,13
GCA_004369065.1,21
GCA_024195185.1,21
GCA_017639365.1,5
GCA_000260195.2,17
GCA_000934385.1,21
GCA_002006685.2,27
GCF_000149955.1,17
GCA_010093925.1,10
GCF_000271625.1,21
GCA_026025825.1,13
GCA_008636195.1,28
GCA_002003505.1,13
GCA_000193285.1,27
GCA_000227075.1,28
GCA_010015805.1,28
GCF_004011695.2,10
GCA_027578555.1,27
GCA_000750935.1,29
GCA_011022315.1,1
GCA_014898555.1,28
GCA_000313795.2,23
GCA_012184305.1,0
GCF_028827145.1,3
GCA_033296915.1,25
GCF_000320785.1,21
GCA_019633495.1,21
GCA_013364965.1,14
GCF_036872675.1,28
GCA_004798825.1,8
GCA_911174875.1,3
GCF_000585535.1,28
GCA_017357885.1,28
GCA_043647315.1,1
GCA_900660285.1,5
GCA_013396255.1,13
GCA_000448365.1,13
GCA_024761535.1,20
GCA_015484485.1,21
GCF_034447905.1,23
GCF_036884675.1,5
GCA_015178925.1,22
GCA_015341985.1,21
GCA_023645955.1,27
GCA_023375755.1,13
GCA_019632285.1,21
GCA_949124895.1,1
GCA_001630375.1,10
GCA_026026785.1,28
GCA_001913855.2,21
GCA_015039365.1,21
GCA_001879275.1,-1
GCA_018360565.1,11
GCA_013266185.1,14
GCA_030462675.1,6
GCF_003184745.1,8
GCA_030512325.1,9
GCA_020736575.1,18
GCA_004786265.1,28
GCF_000151125.1,16
GCA_029282285.1,21
GCF_000149305.1,27
GCA_002007985.1,5
GCA_019096155.1,25
GCA_001661245.1,5
GCA_041956725.1,25
GCA_022578765.1,30
GCA_042258205.1,30
GCA_021399445.1,13
GCA_027478835.1,27
GCF_002847485.1,8
GCF_000417875.1,6
GCA_035928485.1,28
GCA_022578855.1,30
GCA_021642125.2,10
GCA_025769875.1,22
GCA_014621435.1,13
GCF_020736505.1,10
GCA_024613165.1,21
GCA_002749805.1,8
GCA_023758145.1,10
GCA_000773825.1,5
GCA_027603645.1,27
GCA_004786245.1,28
GCA_024761435.1,20
GCF_041956765.1,8
GCA_003704375.1,20
GCA_032884055.1,17
GCA_011763795.1,27
GCA_011800875.2,21
GCA_004917445.1,24
GCF_022497035.1,30
GCA_902077795.2,18
GCA_028828255.1,3
GCF_900074925.1,20
GCA_029542825.1,6
GCA_021525005.1,22
GCA_029991515.1,1
GCF_020744475.1,17
GCF_000814945.1,13
GCA_022179045.1,23
GCA_003614725.1,15
GCA_020747015.1,10
GCA_000150675.2,23
GCA_015679415.1,26
GCA_027579235.1,27
GCF_000516985.1,13
GCF_035048745.1,27
GCA_001683735.1,21
GCA_022497155.1,13
GCF_001189475.1,5
GCA_025349905.2,27
GCA_027579645.1,27
GCF_038497935.1,4
GCA_030061355.1,8
GCA_016758935.1,27
GCA_025201745.1,30
GCF_002926085.2,5
GCA_000320565.2,20
GCA_019633405.1,21
GCF_028827155.1,8
GCA_027917475.1,19
GCA_019671135.1,26
GCA_018360145.1,11
GCA_038362935.1,28
GCA_001078395.2,8
GCA_013365065.1,5
GCA_003012295.1,14
GCA_000616865.1,16
GCA_015502505.1,26
GCA_027627305.1,18
GCF_001329695.1,21
GCA_003184685.1,8
GCA_024244195.1,16
GCA_022598655.1,21
GCA_027945515.1,18
GCA_016647685.1,21
GCA_026319135.1,23
GCA_020503895.1,8
GCF_000576695.1,5
GCA_026023835.1,28
GCA_018360745.1,11
GCA_003182015.1,28
GCA_001292635.1,14
GCA_016098105.1,26
GCA_045784785.1,8
GCA_000227095.3,8
GCA_017310615.1,16
GCA_026027315.1,28
GCA_022606055.1,21
GCA_029704095.1,27
GCA_035928625.1,28
GCA_020744175.1,21
GCA_019565615.1,13
GCA_027919855.1,19
GCA_004369045.1,21
GCF_001662655.1,29
GCA_021436925.2,9
GCA_903853725.1,24
GCA_027596075.1,27
GCA_017607575.1,21
GCA_027578935.1,27
GCA_004918215.1,24
GCA_024195555.1,24
GCA_910592005.1,27
GCF_001661345.1,5
GCA_028829745.1,3
GCA_000769735.1,3
GCA_026026355.1,28
GCA_028974045.1,3
GCA_022836595.1,23
GCA_001275765.2,25
GCA_012980515.1,18
GCA_000365145.2,28
GCA_000149895.1,16
GCA_003709845.1,28
GCA_027921405.1,19
GCA_001572075.1,20
GCA_004917625.1,24
GCA_019924555.1,24
GCF_028827545.1,8
GCA_002573585.1,16
GCA_001662585.1,29
GCF_019650295.1,20
GCA_004307905.1,21
GCA_011058895.1,10
GCA_026054615.1,28
GCF_041956525.1,27
GCA_022385715.1,13
GCA_036971675.1,0
GCF_010094035.1,10
GCA_044048685.1,8
GCA_019633565.1,21
GCA_029281465.1,21
GCA_002105055.1,21
GCA_001858085.1,16
GCA_011392555.1,8
GCA_022432395.1,13
GCA_022814105.1,-1
GCA_042370755.1,25
GCF_028827035.1,3
GCA_046718465.1,21
GCF_000835455.1,28
GCA_015501055.1,21
GCF_013396195.1,13
GCF_000721765.1,24
GCA_009193545.1,8
GCA_026023795.1,28
GCA_027575305.1,27
GCA_038021125.1,9
GCA_025201785.1,30
GCF_003184525.1,7
GCA_041956545.1,25
GCA_002120315.1,30
GCF_033297395.1,25
GCA_016098035.1,26
GCF_001417885.1,1
GCA_027604705.1,27
GCA_019207505.1,5
GCF_013402915.1,1
GCA_041438095.1,21
GCA_025526915.1,27
GCA_002077065.1,20
GCF_000260195.1,17
GCF_000527765.1,10
GCA_014839625.1,8
GCA_001645055.2,6
GCA_010093985.1,20
GCA_903987035.1,1
GCF_037102585.1,5
GCA_004917375.1,24
GCA_021272945.2,31
GCA_030036075.1,1
GCA_029747585.1,21
GCA_029606385.1,5
GCA_010093825.1,20
GCA_014839865.1,27
GCA_017607465.1,16
GCA_001720245.2,12
GCA_003709825.1,28
GCF_023343755.2,5
GCF_001642475.1,28
GCF_003184545.1,7
GCA_002120305.1,30
GCA_900290415.1,25
GCA_000784525.1,5
GCA_027577845.1,27
GCA_003795315.1,31
GCF_001792695.1,8
GCA_003205855.1,1
GCA_016628085.1,21
GCA_035927325.1,27
GCA_003316975.2,17
GCA_018296085.1,21
GCF_000151355.1,18
GCA_004918895.1,-1
GCF_000187245.1,5
GCA_000166175.1,21
GCA_900120095.1,21
GCA_029991455.1,1
GCA_000978315.2,1
GCA_024761655.1,20
GCF_001653235.2,11
GCA_034268455.1,20
GCF_028827525.1,8
GCA_000775445.1,5
GCA_019925005.1,24
GCA_012980535.1,21
GCA_000773735.1,5
GCA_000750735.1,29
GCA_041438045.1,21
GCA_029531795.1,28
GCA_004332605.1,21
GCA_027945525.1,18
GCA_036971725.1,0
GCF_000523455.1,10
GCA_020647705.1,13
GCA_019973155.2,21
GCA_022478745.1,13
GCA_045514765.1,23
GCA_027577055.1,27
GCA_000835755.2,12
GCF_024613125.1,21
GCF_000223465.1,5
GCA_014905825.1,21
GCA_028827255.1,3
GCA_032991405.1,17
GCA_022606275.1,21
GCA_016946835.1,27
GCA_045866225.1,21
GCA_033119265.1,16
GCA_001625285.1,23
GCF_000320585.1,21
GCA_004786065.1,28
GCA_000410735.1,13
GCA_018360175.1,11
GCA_023645815.1,28
GCA_026023815.1,28
GCA_027575525.1,15
GCA_000426985.1,13
GCA_001883805.1,16
GCA_025201345.1,27
GCA_014925825.1,21
GCA_022496955.1,30
GCA_010093585.1,10
GCA_001691835.3,21
GCA_022829975.1,16
GCA_003946995.1,18
GCA_911174995.1,3
GCF_000091025.4,1
GCA_010015605.1,10
GCA_900162805.1,1
GCA_000827255.1,21
GCA_001048715.1,8
GCA_003709865.1,28
GCA_047301645.1,21
GCF_028829455.1,3
GCF_025331425.1,27
GCA_000697645.1,21
GCF_019049425.1,5
GCA_905337325.1,28
GCF_000315915.1,1
GCA_038363915.1,30
GCA_020080795.1,28
GCA_022578685.1,30
GCF_030411735.1,-1
GCA_018296305.1,17
GCA_015179025.1,28
GCA_030052785.1,-1
GCA_012656225.1,8
GCA_033297205.1,25
GCA_019924715.1,24
GCA_027627275.1,21
GCA_022496205.1,22
GCA_018257855.2,28
GCF_038497815.1,4
GCF_037950935.1,4
GCA_000002715.1,8
GCA_027577595.1,27
GCA_026686785.1,21
GCA_902155815.1,5
GCA_025330735.1,26
GCF_022376445.1,21
GCA_003704355.1,20
GCA_015852495.1,26
GCA_000151005.2,16
GCF_000300575.1,21
GCA_002104975.1,27
GCA_001687445.1,21
GCA_002946415.1,28
GCA_004011705.1,10
GCA_000503235.1,28
GCF_002105155.1,26
GCA_004109745.1,23
GCA_012184655.1,5
GCA_949124505.1,1
GCF_003184825.1,8
GCA_027579385.1,27
GCA_018397855.1,21
GCA_027596035.1,27
GCA_000344655.2,21
GCA_022570805.2,31
GCA_000827415.1,21
GCF_000349385.1,30
GCA_027577535.1,15
GCA_000827315.1,21
GCA_020736525.1,25
GCA_025688815.1,8
GCA_025504975.1,10
GCA_001574975.1,27
GCA_022813905.1,-1
GCA_047150385.1,8
GCA_001636735.1,13
GCF_033847375.1,13
GCA_003704595.1,20
GCA_030035875.1,1
GCA_905066765.1,28
GCA_018360215.1,11
GCA_024703715.1,28
GCA_024322255.1,12
GCA_013396295.1,14
GCA_004768795.1,13
GCA_033297175.1,25
GCA_045999785.1,28
GCA_019627755.1,21
GCA_024336345.1,18
GCA_019623665.1,15
GCF_000747765.1,6
GCA_022578845.1,30
GCA_900312805.1,14
GCA_038181435.1,14
GCA_001636745.1,13
GCA_003615115.1,17
GCA_027945395.1,18
GCF_035222375.1,25
GCA_022539325.1,30
GCA_020744415.1,10
GCA_004011775.1,28
GCA_016098015.1,26
GCF_001890105.1,8
GCA_022578665.1,13
GCA_036872695.1,28
GCA_029289565.1,21
GCF_000149555.1,17
GCA_022712995.1,30
GCA_024244225.1,24
GCA_035926105.1,20
GCA_000836455.1,12
GCA_000687475.2,13
GCA_019924775.1,24
GCA_040144005.1,3
GCF_023278565.1,2
GCA_022385655.1,30
GCA_001638985.2,27
GCA_002893025.1,23
GCA_035521475.1,12
GCF_020744135.1,14
GCA_030864325.1,12
GCA_038381115.1,9
GCA_022578495.1,30
GCA_030685235.1,25
GCA_002204255.1,28
GCA_027579625.1,27
GCA_000512585.3,12
GCA_010094045.1,10
GCA_027604005.1,27
GCF_004337985.1,30
GCA_001632355.1,21
GCF_947241705.1,1
GCA_014904905.1,28
GCA_009806415.1,23
GCF_000836295.1,28
GCA_000525045.1,0
GCF_014595645.1,31
GCA_015680655.1,26
GCA_947670415.1,5
GCA_027579015.1,27
GCA_038497535.1,4
GCA_002871155.1,13
GCF_000600275.1,8
GCA_022495125.1,30
GCA_001263375.1,21
GCA_037176885.1,21
GCF_000328475.2,6
GCF_907166805.1,10
GCF_024628925.1,5
GCA_905219575.1,21
GCF_000226095.1,25
GCA_001481415.2,21
GCA_038362655.1,30
GCA_905219595.1,21
GCA_004918665.1,-1
GCA_025201705.1,26
GCA_000976455.3,1
GCF_011947395.1,23
GCA_020744455.1,17
GCF_000181695.2,6
GCA_016584165.1,1
GCA_014188975.1,21
GCA_035926955.1,20
GCA_036674775.1,13
GCA_020091625.1,21
GCA_000950595.1,27
GCA_015679605.1,26
GCA_022788435.1,10
GCA_024516245.1,28
GCA_018906765.1,2
GCA_903819115.1,24
GCA_042464665.1,28
GCA_021399435.1,31
GCA_013368325.1,21
GCA_022225945.2,10
GCF_016758755.1,21
GCA_007990605.1,21
GCA_015179035.1,28
GCA_015956445.1,21
GCA_030867225.1,23
GCF_000814965.1,13
GCA_016618355.2,21
GCA_018360045.1,11
GCA_000517465.1,6
GCA_002016555.1,8
GCF_000264905.1,21
GCA_003704615.1,20
GCA_027577675.1,15
GCA_033296875.1,25
GCF_011075155.1,2
GCA_016906325.1,28
GCF_002926055.2,5
GCA_026023555.1,28
GCA_022813865.1,-1
GCA_002873125.1,21
GCA_000695385.1,15
GCA_035040045.1,20
GCF_000403515.1,6
GCA_019207635.1,5
GCA_022495115.1,13
GCA_001417835.1,1
GCA_001937105.1,23
GCA_011066715.1,0
GCA_028751425.1,3
GCA_021525025.1,22
GCA_030512305.1,25
GCF_001720155.1,12
GCA_025201865.1,15
GCA_016800925.1,21
GCF_030864355.1,12
GCA_003013715.2,5
GCF_022578975.1,30
GCA_006536005.1,27
GCA_036320675.1,20
GCA_033576145.1,25
GCA_014596635.1,5
GCA_014621375.1,3
GCA_001278495.1,18
GCA_033439765.1,13
GCA_022598625.1,21
GCF_000142805.1,1
GCA_027604745.1,27
GCA_028826785.1,8
GCA_003344505.1,7
GCA_905219645.1,21
GCA_026023695.1,28
GCA_020746995.1,23
GCF_035222485.1,25
GCA_040209185.1,27
GCA_019623675.1,21
GCA_000151525.2,21
GCA_015832175.1,10
GCA_004918455.1,-1
GCA_911197385.1,3
GCF_027946475.1,10
GCA_019616975.1,21
GCA_016809505.1,5
GCF_030867785.1,2
GCA_002105175.1,27
GCA_019924265.1,28
GCA_029168975.1,18
GCF_016647625.1,21
GCF_003025105.1,18
GCA_021029105.1,21
GCA_004367935.1,23
GCA_023645835.1,28
GCA_900184105.1,20
GCA_024114885.1,20
GCA_033439745.1,25
GCA_015852415.1,26
GCA_017607445.1,16
GCF_000441935.1,0
GCA_028827645.1,8
GCA_000260235.2,17
GCF_000149985.1,10
GCA_030435655.1,21
GCA_044048675.1,8
GCA_024244165.1,16
GCA_013396025.1,17
GCA_015951145.1,21
GCA_911693285.1,28
GCA_030435635.1,21
GCA_018360925.1,11
GCA_021525775.1,22
GCA_026319145.1,2
GCA_012977835.1,24
GCA_018360255.1,11
GCF_001661335.1,5
GCA_001305275.1,8
GCF_024610275.1,5
GCA_014281935.1,8
GCA_023509805.1,17
GCA_022495085.1,13
GCA_000976575.4,1
GCA_014235955.1,23
GCA_009193525.1,8
GCA_002938385.1,21
GCA_011074885.2,5
GCA_911174955.1,3
GCA_027946495.1,10
GCA_012182655.1,16
GCA_025769895.1,22
GCF_900079805.1,17
GCF_000230375.1,10
GCF_023758025.1,10
GCA_949124195.1,1
GCA_004367215.1,23
GCA_028984885.1,0
GCA_029449255.1,21
GCA_001306435.1,18
GCA_023645885.1,28
GCF_028502605.1,13
GCA_004918835.1,-1
GCA_004154925.1,13
GCA_000934395.1,21
GCA_028828675.1,8
GCA_905219565.1,21
GCA_010015655.1,10
GCF_016861625.1,7
GCA_000764455.1,5
GCA_027886325.1,19
GCA_002222385.1,12
GCF_001638985.1,27
GCA_015844325.1,8
GCA_024663435.1,21
GCA_022814295.1,28
GCA_029542985.1,6
GCF_003184925.1,7
GCA_000784695.1,5
GCF_041956645.1,8
GCA_019207605.1,5
GCF_000182565.1,27
GCA_027578655.1,27
GCA_003790465.1,28
GCF_011745625.1,20
GCA_022836615.1,30
GCA_020736565.1,21
GCA_949357655.1,28
GCF_010015815.1,10
GCA_900006135.1,5
GCA_009663115.1,17
GCA_003947015.1,18
GCA_023508725.1,21
GCA_027604185.1,27
GCA_002008095.1,5
GCA_005930515.1,17
GCA_004154915.1,13
GCA_004802665.1,21
GCF_013036055.1,10
GCA_027579325.1,27
GCA_029448575.1,21
GCA_027578395.1,27
GCA_028828875.1,8
GCA_010015705.1,16
GCA_020744335.1,17
GCA_021029095.1,21
GCF_016097325.1,8
GCA_001272575.2,18
GCA_013423385.1,12
GCA_000149955.2,17
GCF_033296635.1,25
GCA_022539335.1,13
GCA_027596175.1,27
GCA_017309875.1,17
GCA_027579155.1,27
GCA_004355085.1,21
GCF_001548555.1,1
GCA_022114955.2,13
GCA_016098025.1,26
GCA_001632425.1,21
GCA_025677835.1,27
GCA_022432505.1,30
GCA_027596135.1,27
GCA_014235935.1,23
GCA_019623705.1,21
GCF_000271745.1,17
GCA_002234965.2,8
GCA_016584175.1,1
GCA_000507485.3,12
GCA_003086735.1,27
GCA_036173025.1,18
GCF_028828555.1,8
GCA_027946375.1,10
GCA_027577475.1,15
GCA_000836255.1,24
GCA_018360935.1,11
GCA_004918995.1,-1
GCA_002105065.1,12
GCA_910592205.1,27
GCF_044049435.1,8
GCA_001515345.1,7
GCF_000182965.3,5
GCF_000585585.1,28
GCA_002760635.1,21
GCF_028827895.1,8
GCA_021525015.1,22
GCF_019207475.1,5
GCA_025528855.1,21
GCA_000350255.1,21
GCA_004154975.1,13
GCA_010093795.1,10
GCA_002105135.1,27
GCA_027579355.1,27
GCF_000149845.2,28
GCA_002276475.2,28
GCA_904859945.1,28
GCA_026745475.1,30
GCA_028827005.1,8
GCA_022695825.1,28
GCA_003942215.1,12
GCA_015847235.1,26
GCF_038497685.1,4
GCF_000149645.3,8
GCA_002873275.1,21
GCA_018360765.1,11
GCA_026023565.1,28
GCA_004155895.1,13
GCF_038497915.1,4
GCA_900074755.1,1
GCA_015679495.1,26
GCA_041121415.1,1
GCA_038497525.1,4
GCA_020746845.1,21
GCA_019633425.1,21
GCA_002104935.1,27
GCA_002865625.1,28
GCA_030512295.1,25
GCF_028827825.1,8
GCA_002104895.1,27
GCF_000167675.1,13
GCA_030052745.1,25
GCA_036872635.1,0
GCA_033296975.1,25
GCF_000151335.2,16
GCA_022432385.1,30
GCA_032988465.1,16
GCA_004802705.1,21
GCA_000412225.2,1
GCF_041146345.1,24
GCA_000616785.1,16
GCF_000271605.1,21
GCA_964035595.1,21
GCA_001243155.1,6
GCA_013396175.1,17
GCA_000827215.1,27
GCA_000259595.1,5
GCA_014281895.1,8
GCF_035928015.1,20
GCF_041956635.1,8
GCA_023645855.1,8
GCA_036244875.1,21
GCA_005298045.1,21
GCA_023376855.1,2
GCA_036872755.1,0
GCA_024752415.1,14
GCA_013396005.1,17
GCA_000798715.1,28
GCA_027575465.1,15
GCA_022814025.1,28
GCA_000497085.1,8
GCA_011066905.1,0
GCA_034509285.1,21
GCA_000750795.1,29
GCA_004918325.1,-1
GCA_903819495.1,24
GCF_020744255.1,30
GCA_022495055.1,13
GCA_015679485.1,26
GCF_041956535.1,27
GCF_000275845.1,21
GCA_035521515.1,21
GCA_002092935.1,21
GCA_007825325.1,28
GCA_004369055.1,21
GCA_016906575.1,21
GCA_015500005.1,26
GCA_027575545.1,15
GCA_033819885.1,21
GCA_028827225.1,3
GCA_000750755.1,29
GCA_003025155.1,13
GCA_000836355.1,12
GCA_003550305.1,27
GCA_000299215.2,12
GCA_002901185.1,18
GCA_030347535.1,28
GCA_027578095.1,15
GCF_029542785.1,6
GCA_001890685.1,7
GCF_022605165.1,18
GCA_002900925.1,1
GCF_016758785.1,21
GCA_021527775.1,22
GCF_000304475.1,1
GCA_024364755.1,21
GCA_022984865.1,30
GCA_026008595.1,21
GCA_009193605.1,8
GCF_016647745.1,21
GCA_036872655.1,20
GCA_019677335.1,21
GCF_028826965.1,8
GCA_000151455.1,16
GCA_015502575.1,26
GCA_030708095.1,18
GCF_038497905.1,4
GCA_002895985.1,24
GCF_000344685.1,21
GCF_003184695.1,8
GCF_000149585.1,16
GCA_001661475.1,5
GCA_041956425.1,25
GCA_005059885.1,20
GCF_042764415.1,25
GCA_027578715.1,27
GCF_022702325.1,28
GCA_027578815.1,27
GCF_036370985.1,1
GCA_003086725.1,27
GCA_007182795.1,13
GCA_024761785.1,20
GCA_027577315.1,27
GCA_001466705.2,21
GCA_027578175.1,27
GCA_011066875.1,0
GCA_010093605.1,10
GCA_024704135.1,30
GCA_027946365.1,10
GCA_026210745.1,6
GCA_027578895.1,27
GCA_016695465.1,21
GCA_006542485.1,8
GCA_905337345.1,28
GCA_029203975.1,21
GCF_003357145.1,28
GCF_001720205.1,12
GCA_010015635.1,10
GCA_027577955.1,27
GCA_025399235.1,27
GCF_000219625.1,20
GCA_031006325.1,23
GCA_016748045.1,8
GCA_030462655.1,6
GCA_027627245.1,21
GCA_020102295.1,13
GCA_001632345.1,21
GCA_013368555.1,19
GCA_019633545.1,21
GCA_016097945.1,26
GCA_001189435.1,18
GCA_027946415.1,10
GCA_003367725.1,21
GCA_038362815.1,30
GCA_018360205.1,11
GCA_026025075.1,28
GCA_015529795.1,26
GCA_022578675.1,30
GCA_004117975.1,12
GCA_030247875.1,28
GCF_000523435.1,10
GCA_021556665.1,15
GCA_000814975.1,13
GCA_022813785.1,-1
GCF_033458365.1,25
GCA_016758895.1,27
GCA_011392495.1,8
GCF_000151505.1,16
GCA_026026165.1,28
GCA_003614735.1,27
GCA_010203745.1,27
GCA_000965225.2,13
GCA_011058905.1,10
GCA_027577155.1,27
GCF_001078395.1,8
GCA_026023875.1,13
GCF_000003835.1,5
GCA_003788565.2,28
GCA_027579035.1,27
GCA_033220425.1,28
GCA_028011325.1,19
GCA_003795295.1,31
GCA_030867235.1,23
GCA_019925085.1,24
GCA_001683725.1,27
GCA_000230245.1,6
GCA_022606115.1,21
GCA_022627015.2,28
GCA_014065205.1,28
GCF_010093505.1,20
GCA_004920355.1,23
GCF_038497645.1,4
GCA_027578035.1,27
GCA_024863865.1,20
GCA_015852335.1,26
GCA_029282135.1,21
GCA_010094095.1,10
GCF_016861735.1,8
GCA_903819665.1,24
GCA_020726575.1,23
GCF_016647785.1,21
GCA_038497545.1,4
GCA_027627235.1,21
GCA_032989685.1,27
GCA_009193595.1,8
GCA_015529515.1,26
GCA_024195545.1,24
GCA_028011485.1,19
GCA_006535955.1,27
GCA_007821535.1,28
GCA_020726505.1,28
GCA_036418965.1,24
GCF_028009165.1,13
GCA_018994065.1,27
GCF_018340605.1,8
GCA_012182645.1,16
GCA_032206225.1,17
GCA_015484515.1,21
GCA_003691605.1,6
GCA_023646375.1,28
GCA_044049465.1,8
GCA_036287355.1,12
GCA_022830125.1,16
GCF_030913465.1,23
GCA_022627125.1,17
GCA_043643485.1,18
GCA_024741835.1,28
GCA_000513335.1,3
GCA_025766325.1,27
GCA_000530735.1,1
GCA_000003515.2,16
GCA_023701735.1,13
GCA_022606235.1,21
GCA_000004155.2,28
GCF_015039405.1,21
GCA_030036275.1,1
GCF_011745365.1,31
GCA_045785125.1,8
GCF_022478715.1,30
GCF_000150975.2,16
GCF_017655625.1,5
GCA_002287475.2,21
GCA_040143865.1,13
GCA_015847185.1,26
GCA_020744225.1,10
GCA_001857865.1,28
GCA_003097675.1,27
GCA_000507405.3,12
GCA_033117895.1,20
GCA_024761355.1,20
GCA_028827885.1,3
GCA_001720235.1,12
GCF_025528875.1,27
GCA_027596195.1,27
GCA_007993695.1,1
GCA_022578815.1,30
GCA_009299455.1,28
GCA_020536225.1,1
GCF_008629635.2,12
GCA_019207525.1,5
GCA_013416765.1,10
GCA_000827195.1,21
GCA_026023515.1,28
GCA_036320915.1,26
GCA_036429605.1,18
GCF_000464535.1,28
GCA_024663395.1,21
GCF_001027345.1,12
GCA_021524915.1,22
GCF_030435595.1,21
GCA_022432525.1,30
GCA_904859925.1,28
GCA_900099495.1,20
GCA_029603245.1,21
GCF_000225545.1,0
GCA_004307925.1,21
GCA_020744515.1,14
GCA_030142165.1,6
GCA_012934285.1,18
GCF_003184535.1,7
GCA_022385635.1,30
GCA_011074865.2,5
GCA_000697705.1,21
GCF_001481775.2,18
GCA_000813385.1,31
GCA_042257735.1,13
GCA_027946535.1,10
GCA_024663415.1,21
GCA_019157295.1,17
GCA_000150475.2,16
GCA_004155935.1,13
GCF_010015615.1,10
GCF_000298775.1,28
GCA_022606095.1,21
GCA_027919835.1,19
GCA_043234885.1,28
GCF_035610405.1,5
GCF_033439085.1,25
GCA_028826755.1,8
GCF_000271585.1,21
GCA_035135035.1,20
GCA_004917745.1,24
GCA_020800285.1,25
GCA_022497145.1,30
GCA_041381755.1,5
GCA_022376525.1,22
GCA_022432515.1,30
GCF_023758085.1,10
GCA_016772295.1,21
GCA_027604605.1,27
GCF_028827025.1,8
GCA_024195465.1,24
GCA_016584195.1,5
GCA_001245095.1,1
GCA_026025055.1,27
GCA_028828985.1,13
GCA_021432655.1,21
GCA_003369635.1,28
GCF_000687475.1,13
GCA_911175075.1,3
GCA_027575815.1,27
GCA_010405425.1,10
GCF_000026365.1,1
GCF_028827735.1,8
GCF_016758775.1,21
GCF_001983325.1,5
GCF_028828445.1,3
GCA_000784505.1,5
GCF_025094135.1,27
GCF_900007245.1,5
GCA_007168705.1,5
GCA_002219185.1,1
GCA_018360955.1,11
GCA_001855235.1,23
GCA_017366145.1,28
GCA_022829765.1,16
GCA_000149445.2,5
GCA_016584275.1,1
GCA_036427605.1,12
GCA_027578275.1,27
GCA_023159215.1,13
GCA_008692225.1,28
GCA_018855915.1,21
GCF_000968595.1,8
GCA_022160365.1,21
GCA_000622975.1,16
GCA_037044635.1,5
GCA_018857265.1,21
GCA_027942835.1,23
GCA_009769425.1,-1
GCA_003339415.1,18
GCA_036872735.1,0
GCA_001696595.2,8
GCA_027604505.1,27
GCF_014133895.1,1
GCF_010093815.1,9
GCA_949123965.1,1
GCA_023159155.1,30
GCA_008355005.1,12
GCA_040104375.1,30
GCA_015852435.1,26
GCA_020891255.1,26
GCA_014898415.1,28
GCA_030270485.1,8
GCA_019923975.1,24
GCA_020884735.1,21
GCA_026954515.1,27
GCA_004918755.1,-1
GCA_963921865.1,13
GCA_019207585.1,5
GCA_027579215.1,27
GCA_022264855.1,21
GCF_003711515.1,13
GCA_040366295.1,27
GCA_027578215.1,27
GCF_000184105.1,29
GCA_022578955.1,30
GCA_010093805.1,10
GCF_044167205.1,30
GCA_033296695.1,25
GCA_022376555.1,22
GCA_022598595.1,21
GCA_019627725.1,21
GCA_004379285.1,28
GCA_019633535.1,21
GCA_016097885.1,26
GCA_035926095.1,20
GCA_035927985.1,20
GCA_000149645.4,8
GCA_036971655.1,0
GCA_023510055.1,6
GCA_028828895.1,8
GCF_014466165.1,21
GCA_038367545.1,13
GCA_027578755.1,27
GCA_004918525.1,-1
GCA_020746875.1,28
GCA_033439795.1,25
GCA_026055935.1,28
GCF_001500285.1,28
GCF_000151145.1,16
GCA_015502455.1,26
GCA_042604555.1,28
GCA_045820835.1,8
GCA_022606155.1,21
GCF_025433545.1,18
GCF_021015755.1,19
GCA_030685255.1,25
GCF_020137385.1,28
GCA_027627325.1,21
GCF_022376455.1,21
GCA_019627745.1,21
GCF_000732125.1,13
GCA_014925785.1,21
GCA_030020275.1,17
GCA_003675555.2,5
GCA_022814265.1,-1
GCA_027579095.1,27
GCA_000765035.1,21
GCA_037954305.1,18
GCA_003184705.1,8
GCF_003724135.2,23
GCF_001890905.1,8
GCA_001723175.3,8
GCA_029542905.1,6
GCA_035927085.1,28
GCA_025266875.1,27
GCA_026054655.1,28
GCF_000359705.1,10
GCF_001278385.1,6
GCA_900322835.1,6
GCA_028828275.1,8
GCA_002893035.1,23
GCF_003144135.1,6
GCF_002104995.1,27
GCA_025328625.1,23
GCF_039654215.1,13
GCA_028829005.1,3
GCA_009428295.1,6
GCA_004155925.1,13
GCA_023646125.1,28
GCA_015039355.1,21
GCA_030270525.1,8
GCA_021014945.1,21
GCA_041956515.1,25
GCA_012184315.1,0
GCF_027921745.1,28
GCA_038381135.1,9
GCA_015039395.1,21
GCA_000312925.2,28
GCA_025603285.1,27
GCA_046718565.1,21
GCA_023242295.1,31
GCA_946408725.1,1
GCA_027575405.1,27
GCA_018360135.1,11
GCA_023137805.1,7
GCA_027579605.1,27
GCA_003184645.1,7
GCF_024610245.1,5
GCA_015342415.1,21
GCA_022376515.1,22
GCA_015679545.1,26
GCA_000315895.1,5
GCA_004522655.2,-1
GCF_019456465.1,28
GCA_024761685.1,20
GCA_900180425.1,1
GCA_003268315.1,10
GCF_000512565.2,12
GCF_001632365.1,21
GCF_010094085.1,10
